ID,Isi berita,label
71,"Jonatan Christie mendapat tantangan berat di Kejuaraan Dunia 2026. Jika jalur undian berjalan sesuai skenario, tunggal putra Indonesia itu berpotensi bertemu Lin Chun-Yi di babak 16 besar dan Victor Lai pada perempatfinal. Kedua pebulutangkis tersebut menjadi ganjalan Jonatan dalam beberapa turnamen terakhir. Lin Chun-Yi menjadi lawan yang belum berhasil ditaklukkan Jonatan dalam tiga pertemuan terakhir. Mereka bertemu di China Masters 2025, India Open 2026, dan All England 2026. Sementara itu, Victor Lai juga dua kali mengalahkan Jonatan pada 2026. Pertemuan pertama terjadi di final Indonesia Open pada 7 Juni. Jonatan gagal meraih gelar setelah takluk dari wakil Kanada itu dengan skor 19-21, 8-21. Keduanya kembali berhadapan di China Open pada Juli. Kali ini, Jonatan kembali gagal menang setelah disingkirkan Lai di perempatfinal dengan skor 14-21, 17-21. Hasil tersebut juga dikonfirmasi PBSI. Catatan tersebut membuat Lin Chun-Yi dan Victor Lai menjadi dua nama yang patut diwaspadai Jonatan jika kembali bertemu di Kejuaraan Dunia. ""Tentu ini (Lin Chun Yi dan Victor Lai) jadi tantangan bagi saya,"" kata Jonatan saat ditemui di kawasan Kelapa Gading, Jakarta Utara. Jonatan Sudah Siapkan Strategi Meski demikian, Jonatan tidak ingin terlalu jauh memikirkan potensi pertemuan tersebut. Fokusnya tetap melewati pertandingan-pertandingan awal terlebih dahulu. Namun, Jojo mengaku sudah menyiapkan strategi jika akhirnya kembali berhadapan dengan Lin atau Victor. ""Ya, sudah. Rencana A, Rencana B. Karena lawan yang awal kalah tiga kali, menghadapi Victor juga kalah dua kali. Secara otomatis, saya belajar dari kekalahan-kekalahan itu. Saya juga berdiskusi dengan tim segala macam,"" tuturnya. Pengalaman dari kekalahan sebelumnya menjadi bahan Jonatan bersama tim untuk memetakan permainan kedua lawannya. ""Seperti apa kebiasaannya? Bagaimana cara bermainnya? Dan kondisi di India, lapangan yang terakhir yang kami gunakan, seperti apa kondisinya? Jadi, mungkin gambaran keseluruhannya sudah ada. Mungkin cara pelaksanaannya saja,"" ujar juara Asia 2024 ini. Persiapan tersebut mencakup kebiasaan dan gaya bermain lawan, termasuk kondisi lapangan yang akan digunakan di India. Dengan persiapan itu, Jonatan berharap strategi yang sudah disusun bersama tim bisa diterapkan dengan baik jika harus kembali menghadapi salah satu dari kedua pemain tersebut. ""Jadi mungkin berharapnya bisa sesuai dengan apa yang sudah disiapkan,"" Jonatan mempertegas. Kejuaraan Dunia 2026 pun menjadi kesempatan Jonatan untuk memutus tren kurang baik saat menghadapi dua lawan tersebut. Namun sebelum memikirkan Lin Chun-Yi atau Victor Lai, Jonatan harus lebih dulu melewati setiap pertandingan di depannya.",Sport
72,"Jonatan Christie menerima tawaran PBSI untuk tampil di Asian Games 2026. Bagi Jonatan, Ajang olahraga multievent terbesar di Asia itu memang sudah masuk dalam daftar targetnya sejak awal tahun. Asian Games 2026 akan digelar di Aichi-Nagoya, Jepang, pada 19 September hingga 4 Oktober. Untuk cabang bulutangkis, pertandingan beregu dijadwalkan lebih dulu sebelum nomor perorangan. PBSI sebelumnya menetapkan kuota 20 atlet bulutangkis untuk Asian Games 2026. Nama-nama resmi atlet yang akan dibawa belum diumumkan, tetapi Jonatan menjadi salah satu pemain non-pelatnas yang mendapat tawaran untuk memperkuat Indonesia. Jonatan mengungkapkan tawaran tersebut datang langsung dari Kepala Bidang Pembinaan dan Prestasi PBSI, Eng Hian. Komunikasi itu dilakukan sekitar satu bulan lalu. ""Iya, Asian Games ditawarin. Ditelepon Koh Didi (Eng Hian, Kabid Binpres PBSI) itu kayaknya satu bulan lalu. Antara sebelum atau setelah China Open,"" ujar Jonatan saat ditemui di kawasan Kelapa Gading, Jakarta Utara, Kamis (13/8/2026). Bagi Jonatan, keputusan menerima tawaran tersebut bukan tanpa alasan. Asian Games memang sudah menjadi salah satu target yang disusun bersama timnya sejak awal 2026. Selain Asian Games, Jonatan membidik sejumlah turnamen besar, termasuk All England, Indonesia Open, Kejuaraan Dunia, dan BWF World Tour Finals. ""Asian Games ini salah satu pertandingan besar juga kan. Selain Kejuaraan Dunia. Ini memang goals dari awal tahun. Jadi ya memang mau ikut,"" tegas peraih medali emas Asian Games 2018 itu. Jonatan sendiri sudah memiliki pengalaman manis di Asian Games. Pada edisi 2018 di Jakarta-Palembang, ia berhasil merebut medali emas tunggal putra. Kini, delapan tahun berselang, Jonatan berpeluang kembali membela Indonesia di ajang yang sama. ""Mudah-mudahan (bisa mengulang 2028),"" kata Jonatan. Jonatan Tak Mau Setengah Hati Keputusan menerima tawaran Asian Games membuat jadwal Jonatan semakin padat. Sebelum tampil di Aichi-Nagoya, ia harus lebih dulu melewati sejumlah agenda besar. Kejuaraan Dunia 2026 di India menjadi salah satu tantangan terdekat. Turnamen tersebut berlangsung pada 17-23 Agustus, hanya beberapa pekan sebelum Asian Games. Setelah itu, Jonatan masih memiliki agenda BWF World Tour lainnya, termasuk China Masters. Namun, pemain yang kini berada di peringkat tiga dunia tersebut memastikan tidak akan memilih-milih turnamen yang diikutinya. ""Saya tetap all out. Saya belajar dari Chou Tien Chen saja lah. Ke mana pokoknya sikat. Latihannya di pertandingan,"" tegas juara Asia 2024 itu. Sikap tersebut juga menunjukkan ambisi Jonatan untuk tetap kompetitif di tengah padatnya kalender pertandingan. Jonatan sebelumnya memang menjadikan Indonesia Open sebagai salah satu target terbesar pada 2026. Ia bahkan berhasil menembus final di Istora, yang menjadi pencapaian terbaiknya di turnamen tersebut, meski akhirnya harus puas menjadi runner-up setelah kalah dari Victor Lai. Dengan menerima tawaran PBSI untuk Asian Games 2026, Jonatan kini punya satu target besar tambahan dalam kalendernya. Jika mampu menjaga kondisi fisik dan konsistensi permainan, Jojo berpeluang kembali menjadi salah satu tumpuan Indonesia untuk meraih medali emas di Aichi-Nagoya. ""Nah, sisanya mungkin ada yang kita bagi ke grade 2, grade 3 gitu."" (mcy/krs)",Sport
73,"Jonatan Christie mengomentari soal kecocokannya main di India. Sejauh ini, Jojo sapaan karibnya, dua kali sukses tampil di negeri bollywood tersebut. Dalam dua edisi India Open 2025 dan 2026, Jonatan berhasil menembus semifinal dan keluar sebagai runner up. Meskipun belum juara, tapi tak salah jika ia disebut cukup cocok main di India. Bukan tak mungkin, Kejuaraan Dunia yang juga diselenggarakan di New Delhi, India, akan memberikan dampak positif bagi Jonatan. Menanggapi itu, Jonatan enggan mendapatkan label tersebut. Menurutnya, semua itu bergantung pada kondisi dan lawan saat itu. ""Enggak sih. Enggak tahu kenapa bisa. Maksudnya balik lagi, tergantung ketemu musuhnya siapa. Sekali lagi, yang saya bilang itu cocok-cocokkan karena kondisi di India Open tahun ini, dengan India Open tahun lalu, berbeda. Dari besaran stadionnya juga berbeda, feel-nya beda, shuttlecock mungkin sama-sama Yonex,"" kata Jonatan saat ditemui di kawasan Kelapa Gading, Jakarta Utara, Kamis (13/8/2026). ""Namun, feel-nya karena stadionnya besar atau kecil, itu memengaruhi dari mana angin datang, dan segalanya. Jadi, mungkin ketika adaptasi kemarin berjalan baik, atau adaptasi pemain asing tidak berjalan baik, saya tidak tahu bagaimana mereka mengatasinya."" ""Ya, dalam dua tahun terakhir ini puji Tuhan setiap kali saya bermain di India, semuanya oke. Mudah-mudahan di Kejuaraan Dunia, bisa dapat hasil (bagus),"" tuturnya. Sehubungan itu, Jonatan menilai pengalamannya main di India sejauh ini selalu bagus. Walaupun sejumlah rekan-rekan sesama pebulutangkis sempat mengalami pengalaman kurang menyenangkan. ""Di India, selalu ada ceritanya sendiri, seperti di mana-mana, entah itu dari stadion, hotel, atau makanan.Jadi, kejuaraan dunia di India cukup menantang. Tapi terakhir di India Open secara keseluruhan oke, dengan pengalaman saya di India Open terakhir cukup baik,"" kata Juara Asian 2024 itu. ""Misalnya, soal makan, mungkin lebih spesifik lagi, saya memutuskan untuk makan, misalnya, di hotel, di mana ada restoran Jepang, saya makan di sana. Atau mungkin kami membawa makanan sendiri dari rumah, dari Jakarta. Jadi lebih meminimalisir makan di luar."" ""Selain itu, dari segi lapangan sendiri, karena India Open tahun ini adalah lapangan kejuaraan dunia. Secara keseluruhan, stadionnya bagus. Tempatnya juga oke. Tapi ya memang dari segi kebersihan, sedikit agak terlalu banyak debu, dan berbagai macam."" ""Dan untuk kejuaraan dunia kali ini, diadakan di tengah tahun. Jadi kondisi India juga lagi tidak dingin, karena awal tahun memang cukup dingin. Ini juga pertama kalinya. Jadi saya tidak tahu seperti apa kondisinya nanti, seperti apa, tapi mudah-mudahan dari pengalaman saya, kami bisa untuk mempersiapkan kejuaraan dunia,"" pungkasnya. (mcy/aff)",Sport
74,"Jonatan Christie menyebut meraih medali di Kejuaraan Dunia Bulutangkis 2026 menjadi motivasi utamanya saat ini. Jojo penasaran! Jojo, sapaan karibnya, akan tampil di Kejuaraan Dunia ketujuhnya. Sejak 2018, ia cuma meraih hasil terbaiknya yaitu perempatfinal 2019, 2022, dan 2025. Sisanya dia tersingkir di 64 besar. Berangkat dari pencapaian itu, Jonatan berharap bisa memutus kegagalannya tersebut dengan meraih medali pada tahun ini. ""Bagi saya pribadi, karena saya masih penasaran dan belum pernah memenangkan medali. Karena hampir beberapa kali, tetapi tidak berhasil. Jadi harapannya minimal mendapat medali,"" kata Jonatan saat ditemui di kawasan Kelapa Gading, Jakarta Utara, Kamis (13/8/2026). Namun begitu, Jonatan Christie menyadari keinginan yang besar bisa mempengaruhi fokusnya. Makanya, juara All England 2024 itu akan berupaya untuk mengontrol ambisinya tersebut. ""Karena jika harapan dan keinginan terlalu besar, justru fokusnya bukan pada langkah pertama, langkah demi langkah. Jadi memang harus lebih diredam harapannya,"" tuturnya. ""Bukan untuk mengubur harapan, tetapi untuk mengetahui di mana tujuannya. Tapi untuk saat ini, pertahankan saja harapan itu. Fokusnya adalah pada pertandingan pertama, pertandingan kedua. Jadi, satu per satu."" Tidak hanya soal fokus pribadi, Jojo juga akan menghadapi rintangan lainnya, baik teknik maupun nonteknis. Mulai dari karakter lawan, kondisi lapangan, angin, hingga shuttlecock. ""Jadi memang siapa yang beradaptasi lebih cepat, saya rasa itu yang bisa. Jadi fokusnya adalah untuk meningkatkan performa secepat mungkin,"" tegas pemain top 3 dunia itu. (mcy/aff)",Sport
75,"Tentara Nasional Indonesia (TNI) menggelar Open Tournament Tenis Lapangan Piala Panglima TNI 2026. Ajang ini sekaligus guna menjaring bibit atlet tenis potensial. Piala Panglima TNI 2026 bergulir pada 6 sampai dengan 14 September dengan total hadiah Rp 500.000.000. Turnamen ini sekaligus menjadi rangkaian menuju HUT TNI ke-81. ""Harapan kami banyak dari para petenis baik itu yang pemula, baik itu yang baru belajar, baik itu yang sudah atlet, baik itu yang sudah berprestasi mari kita sama-sama ikut berserta di dalam pertandingan ini,"" kata Panglima Komando Daerah TNI Angkatan Udara (Pangkodau) I Marsekal Muda TNI Erwin Sugiandi. Pertandingan ini terbuka untuk umum dan seluruh masyarakat, termasuk yang sudah menjadi atlet. Turnamen akan digelar di enam titik seputar wilayah Halim. ""Nanti, pada akhirnya, siapa yang menang atau berpotensi menjadi atlet tentunya akan kita laporkan ke Pengurus Pusat Pelti (Persatuan Tenis Seluruh Indonesia) sebagai salah satu input maupun masukan atau sebagai salah satu recruitment bahwa kita selain mencari prestasi juga dalam rangka mencari atlet,"" Erwin menjelaskan. ""Tentunya, kalau kita sudah mewadahi, sudah ada eventnya, mudah bagi atlet itu atau mudah dalam rangka mencari penjaringan atlet,"" sambungnya. Piala Panglima TNI 2026 ini akan mempertandingkan enam kategori, yakni tunggal putra, tunggal putri, ganda putra, ganda putri, ganda campuran, serta pertandingan antara perwira tinggi TNI dan Polri. Awak media juga diminta ikut terlibat dalam pertandingan. ""Selain pertandingan untuk prestasi juga ada pertandingan antarperwira tinggi TNI dan Polri. Jadi, tidak melupakan semangat para Pati walaupun usianya rata-rata sudah lebih dari 50 tahun untuk berprestasi,"" ujar Erwin. (ran/bay)",Sport
76,"Muhammad Shohibul Fikri memilih melihat sisi positif dari kondisi yang akan dihadapi di New Delhi, India. Ia dan Fajar Alfian akan tampil di Kejuaraan Dunia Bulutangkis 2026 yang digelar di sana. Kejuaraan Dunia 2026 dijadwalkan berlangsung pada 17-23 Agustus di Indira Gandhi Sports Complex, New Delhi. Venue tersebut sebelumnya juga menjadi lokasi India Open. India Open sempat diwarnai sejumlah persoalan nonteknis yang mendapat sorotan dari sejumlah atlet asing. Mulai dari isu kebersihan hingga kemunculan hewan di area pertandingan. Fikri menyadari kondisi serupa bisa saja kembali menjadi tantangan di Kejuaraan Dunia. Namun, ia menilai seluruh peserta akan menghadapi kondisi yang sama sehingga kunci utamanya adalah kemampuan beradaptasi. ""Ya, itu sih harus siap ya. Kita harus cepat adaptasi juga karena bukan tim Indonesia saja, pasti tim negara lain pun akan merasakan hal yang sama dari segi hotel dan main hall-nya juga pasti akan sama,"" kata Fikri seusai latihan di Pelatnas PBSI Cipayung, Rabu (12/8/2026). Alih-alih mengeluhkan kondisi di luar lapangan, Fikri memilih menjadikannya sebagai tantangan. Bahkan, ia berharap situasi tersebut justru membawa keberuntungan bagi Indonesia. ""Ya, ambil positifnya aja, jangan terganggu oleh seperti itu. Siapa tahu kan dengan kondisi yang bagaimanapun, di situ terdapat rezeki kita ya. Jadi siapa tahu kita malah hasilnya lebih bagus,"" tegasnya. Fajar/Fikri Kejar Performa Terbaik Fajar/Fikri telah menjalani rangkaian turnamen sebagai bagian dari persiapan menuju Kejuaraan Dunia. Setelah tampil di Japan Open dan China Open, keduanya terus mematangkan persiapan dalam dua pekan terakhir. Fikri mengatakan tidak ada persiapan khusus yang berbeda dari turnamen-turnamen sebelumnya. Fokusnya kini lebih diarahkan kepada kesiapan diri sebelum menghadapi persaingan di New Delhi. ""Persiapan khusus sih enggak ada ya, lebih ke sama aja kayak kemarin sebelum pertandingan-pertandingan sebelumnya. Cuma persiapan khususnya mungkin di fokus diri saya sendiri aja sih. Mungkin Aa Fajar pun melakukan hal yang sama,"" kata Fikri. Kejuaraan Dunia menjadi salah satu agenda penting bagi Fajar/Fikri. Dengan persiapan yang telah dilakukan dan kondisi lapangan yang akan dirasakan seluruh peserta, pasangan Indonesia tersebut memilih datang ke New Delhi dengan satu prinsip: beradaptasi, tidak terganggu, dan mengambil sisi positif dari setiap keadaan.",Sport
77,"Rumor dugaan pelanggaran integritas yang melibatkan sejumlah pebulutangkis Indonesia tak memengaruhi suasana di sektor ganda campuran Pelatnas PBSI Cipayung. Amri Syahnawi/Nita Violina Marwah memastikan tetap fokus mempersiapkan diri menghadapi Kejuaraan Dunia 2026. Amri menyebut situasi di Pelatnas PBSI berjalan seperti biasa. Ia memilih tidak terganggu oleh isu yang tengah beredar dan mengarahkan perhatian pada persiapan bersama Nita. ""Suasananya sih sebenarnya sama saja ya, maksudnya enggak ada yang gimana-gimana. Kita lebih fokus sama persiapan kita di Kejuaraan Dunia saja ya,"" kata Amri di Pelatnas PBSI, Rabu (12/8/2026). Amri juga tidak ingin berspekulasi mengenai isu tersebut. Menurutnya, masih banyak hal dalam permainannya bersama Nita yang perlu dibenahi menjelang Kejuaraan Dunia. ""Kalau misalkan isu-isu yang telah beredar ya saya tutup mata lah, sudah enggak mau... saya mau fokus sama perkembangan diri saya, perkembangan sama partner juga banyak yang harus PR-nya harus diberesin dari kita berdua juga. Jadi ya kita fokus sendiri saja,"" tambahnya. PBSI Sebut Ada Proses Peradilan Independen BWF Sebelumnya, PP PBSI melalui Sekretaris Jenderal Ricky Soebagdja menyatakan mengetahui adanya proses peradilan independen (judicial proceedings) yang sedang dijalankan Badminton World Federation (BWF) terkait dugaan pelanggaran integritas yang melibatkan sejumlah pemain Indonesia. Namun, hingga kini belum diketahui siapa saja atlet Indonesia yang terkait dengan proses tersebut. PP PBSI juga memilih tidak memberikan komentar lebih jauh mengenai substansi perkara ataupun mengaitkan proses yang masih berjalan itu dengan atlet tertentu. Di tengah proses tersebut, PBSI tetap mengingatkan para atlet mengenai pentingnya menjaga integritas sebagai pebulutangkis profesional. Para pemain juga mendapatkan aturan terbaru dari BWF untuk dipelajari. Amri membenarkan bahwa pengingat mengenai aturan integritas terus diberikan kepada para atlet. ""Iya selalu di-reminder ya, terus juga terakhir berapa minggu lalu gitu dikirim aturan baru ya dari BWF ke kita, buat dipelajari lagi karena banyak banget dan memang harus kita teliti lah, harus hati-hati,"" ujar Amri. Menurut Amri, aturan tersebut tidak hanya diberikan untuk dibaca, tetapi juga kembali dijelaskan oleh pelatih kepada para pemain. ""Iya itu dijelasin kok, dijelasin terus juga selalu di-reminder dari pelatih hari-hari juga, terus dikasih (aturan dalam bentuk) PDF gitu dan kita disuruh pelajari. Nanti ada arahan lagi dari pelatih diingatkan terus setiap hari, setiap datang sama pelatih."" Nita menambahkan, pengingat mengenai aturan tersebut disampaikan secara berjenjang melalui tim pelatih. ""Jadi mungkin kita reminder-nya dari pelatih, mungkin pengurus lewat pelatih, jadi pelatih ke atletnya gitu sih,"" Nita menegaskan. Dengan proses yang masih berjalan dan belum adanya informasi mengenai atlet yang terlibat, Amri/Nita memilih tidak larut dalam rumor. Fokus mereka kini tetap pada persiapan menuju Kejuaraan Dunia Bulutangkis 2026 di New Delhi, India, 17-23 Agustus. (mcy/krs)",Sport
78,"Ganda campuran Indonesia Amri Syahnawi/Nita Violina Marwah menyambut positif kembalinya Nova Widianto ke Pelatnas PBSI. Mereka menilai Nova memahami detail permainan yang dibutuhkan pasangan ganda campuran. PBSI kembali menggandeng Nova untuk menangani sektor ganda campuran di Pelatnas Cipayung. Perubahan tersebut dilakukan setelah PBSI melakukan evaluasi terhadap jajaran pelatih sektor tersebut pada akhir Juli. Namun, Nova belum mulai menangani Amri/Nita secara langsung. Untuk sementara, sektor ganda campuran masih didampingi pelatih pratama Muhammad Rijal dan Hendra Mulyono. Nita menyambut antusias kehadiran Nova. Menurut dia, pengalaman Nova menangani ganda campuran menjadi nilai penting karena sektor tersebut membutuhkan perhatian terhadap detail-detail permainan. ""Ya kalau dibilang happy pasti happy karena mungkin dia yang tahu polanya ganda campuran tuh harus seperti apa, detailnya seperti apa, kita harus gimana dia tahu,"" kata Nita di Pelatnas PBSI, Rabu (12/8/2026). Nita menilai pemain ganda campuran membutuhkan sosok pelatih yang bisa mengingatkan hal-hal kecil ketika pertandingan berlangsung. Detail tersebut dinilainya bisa berpengaruh terhadap permainan pasangan. ""Jadi ya sebenarnya pemain-pemain kita tuh itu yang dibutuhin, hal-hal kecilnya. Hal-hal kayak diingatkan ""Ini habis kayak gini ke sini, habis kayak gini harus kayak gini,"" itu sih yang perlu diingatkan."" Menurut Nita, detail-detail seperti itu menjadi salah satu hal yang sempat terlewat dalam pembinaan ganda campuran Indonesia dalam beberapa tahun terakhir. ""Dan ya mungkin yang bisa dilihat semuanya beberapa tahun ini tuh itu yang miss (detail-detail) banget gitu, itu yang jadi kendala di ganda campuran. Kayak enggak ada yang ingetin kita harus bagaimana, main itu harus bagaimana."" Karena itu, kehadiran Nova kembali diharapkan bisa membantu pemain lebih memahami pola permainan yang harus diterapkan di lapangan. ""Sekarang dengan Coach Nova balik dan kita dilatih sama Rijal untuk sementara gitu, ya itu diingatkan banget sih hal-hal detail kayak gitu tuh mereka ingatkan kita banget gitu sih,"" ujarnya. Amri/Nita Belum Bicara Langsung dengan Nova Meski Nova sudah kembali ke lingkungan Pelatnas, Amri/Nita ternyata belum sempat berbicara langsung dengan pelatih yang sebelumnya menangani ganda campuran Indonesia tersebut. Amri mengatakan dirinya baru sebatas bertegur sapa dengan Nova ketika bertemu di sejumlah turnamen. Keduanya sempat berada di lokasi yang sama saat mengikuti turnamen di Jepang dan China. ""Belum sih, ya saling tegur aja kalau ketemu di pertandingan belakangan ini gitu. Ya kalau pas di Jepang, China kan juga ketemu, cuma ya mau ngobrol juga mungkin Coach Novanya masih ada tanggung jawab di sana, jadi belum enak lah untuk ngobrol. Jadi paling ya sapa-sapa saja gitu ,"" kata Amri. Amri/Nita sendiri merupakan salah satu pasangan ganda campuran Indonesia yang tengah menjadi tumpuan. Pada Maret 2026, mereka mencapai peringkat 16 dunia, menurut data yang tercantum dalam profil BWF mereka. Pasangan ini juga masih terus memburu konsistensi di level elite. Pada Indonesia Open 2026, Amri/Nita terhenti di babak 16 besar setelah kalah dari pasangan China Guo Xinwa/Chen Fanghui. Dengan kembalinya Nova dan pendampingan sementara dari Rijal serta Hendra Mulyono, Amri/Nita berharap pembenahan detail permainan bisa membantu mereka berkembang dan tampil lebih konsisten di turnamen-turnamen berikutnya.",Sport
79,"Keberhasilan di Jepang dan China membuat mental Fajar Alfian/Muhammad Shohibul Fikri terangkat jelang Kejuaraan Dunia 2026. Berbekal itu, mereka berfokus untuk kembali jadi juara dunia. Diketahui, Fajar/Fikri menjadi juara back to back di Jepang Open dan China Open. Bahkan khusus di Negeri Tirai Bambu, mereka mempertahankan gelarnya pada tahun ini. ""Yang pasti bikin kami lebih percaya diri ya, termasuk saya dan Aa Fajar, bahwa kami bisa juara berturut-turut,"" kata Fikri saat ditemui seusai latihan di Pelatnas PBSI, Rabu (12/8/2026). Walau begitu, Fikri tak ingin jemawa dengan hasil tersebut. Ia sadar betul lawan akan menganalisa permainan mereka. Apalagi, di Kejuaraan Dunia yang memiliki tekanan yang berbeda dari turnamen-turnamen bulutangkis lainnya. ""Setiap pertandingan mungkin kan orang juga latihan lagi, mereka juga pasti evaluasi kekurangan mereka dan mengetahui kekurangan saya dan kelebihan saya. Pasti ada perbedaan nanti saat pertandingan berikutnya,"" ujarnya. ""Ya, peluang pasti ada, untuk siapa pun peluang itu pasti terbuka lebar. Cuma balik lagi ke masing-masing individu ya, karena World Championship itu ya pertandingan yang cukup sangat ingin diraih. Jadi kadang kalau kita terlalu menggebu-gebu juga itu tidak baik. Jadi ya kita harus lebih fokus saja, step by step saja sih."" Ia juga menegaskan tak akan meremehkan lawan-lawan, meski posisi mereka saat ini merupakan unggulan kedua di Kejuaraan Dunia yang berlangsung di New Delhi, 17-23 Agustus mendatang. ""Kami enggak boleh lengah mau lawan siapa pun. Jadi kami tidak hanya melihat pemain-pemain top saja, mungkin yang di bawah pemain-pemain top juga pasti mereka juga akan menjadi kuda hitam untuk meraih kemenangan. Dan itu sangat berbahaya sih,"" tegas Fikri. (mcy/aff)",Sport
80,"Klub bulu tangkis Indonesia PB Jaya Raya merayakan hari jadi ke-50. PB Jaya Raya bertekad untuk terus mencetak atlet berprestasi untuk Indonesia. Bertempat di GOR PB Jaya Raya, Ciputat, Tangerang Selatan, Senin (10/8/2026), acara ini dihadiri para petinggi PB Jaya Raya seperti Candra Ciputra, Ketua Umum Susy Susanti, serta legenda bulu tangkis Indonesia Rudy Hartono. Ada juga Presiden Direktur PT Pembangunan Jaya, Trisna Muliadi. Kini PB Jaya Raya dipimpin Susy yang baru ditunjuk sebagai Ketua Umum menggantikan Rudy Hartono, ia bertekad PB Jaya Raya tak sekadar merayakan perjalanan panjangnya. ""Sebagai ketua, saya melihat usia ke-50 tahun ini adalah membangun bulu tangkis Indonesia. Ke depan kami harus terus mencari dan membina talenta muda dengan program latihan yang baik dan lingkungan yang mendukung atlet dari teknik, mental, dan karakter,"" kata Susy kepada wartawan selepas acara. ""Prestasi adalah hasil dari proses disiplin, kerja keras, dan konsistensi. Untuk jadi juara, musuh terbesarnya adalah mengalahkan diri sendiri,"" ucap Susy. Sementara Trisna Muliadi menyampaikan penghargaan setinggi langit kepada mendiang Ir. Ciputra yang telah berjasa mendirikan PB Jaya Raya. Dia turut memberikan apresiasi kepada seluruh jajaran pengurus serta pelatih yang sampai saat ini terus merawat semangat dalam mencetak atlet berbakat. Dalam kesempatan ini, PB Jaya Raya juga memberikan penghargaan kepada para insan berprestasi. Dari atlet muda, hingga para pelatih pencetak atlet jempolan. ""Pada kesempatan ini, saya ingin menyampaikan penghargaan yang setinggi-tingginya kepada almarhum Bapak Ciputra yang meyakini bahwa prestasi adalah hasil, tapi pembentukan manusia adalah warisan yang sesungguhnya,"" ujar Trisna Muliadi. ""Terima kasih kepada seluruh pengurus, pelatih, atlet, serta seluruh keluarga besar PB Jaya Raya yang selama lima dekade telah menjaga dan meneruskan cita-cita tersebut,"" ucapnya. Legenda Rudy Hartono turut mengutarakan harapannya. Peraih gelar juara delapan kali All England sektor tunggal putra berharap klubnya bisa memanfaatkan perubahan kepemimpinan untuk menjadi lebih baik. ""Saya bersyukur dan berterima kasih kepada Tuhan Yang Maha Kuasa, dan kepada para pembina PB Jaya Raya, yayasan, dan semua atlet yang di bawah saya 50 tahun yang telah berhasil memberikan darma baktinya kepada Indonesia,"" tutur Rudy. ""Yang memimpin sekarang ini adalah Saudari Susi, dan ketua hariannya Saudari Rosiana Tendean. Harapan saya sesudah ini memang harus terjadi perubahan-perubahan. Makanya saya sendiri merasa sebetulnya sudah waktunya, sudah lama sebetulnya,"" ucapnya. Dalam kesempatan ini, PB Jaya Raya juga mengumumkan nama baru untuk GOR PB Jaya Raya di Ciputat, Tangerang Selatan. Tempat pembinaan atlet kini bernama GOR Ciputra PB Jaya Raya. (mcy/pur)",Sport
